device_id,usage_count,unique_users
02346D,48,48
粤BU1031,48,47
36387D,48,48
06451D,48,48
39713D,48,47
45147D,48,48
07362D,48,48
08751D,48,48
CA677,48,48
粤B09118D,48,48
01383D,48,48
CH659,48,48
02150D,48,48
DN3041,48,48
07206D,48,48
粤B02355D,48,48
01081D,48,48
粤B08295D,48,48
CC095,48,48
02593D,48,48
粤BBA447,48,47
粤BBE552,48,48
粤B02213D,48,48
01058D,48,48
37152D,48,48
00632D,48,48
粤B01047D,48,48
粤B48868D,48,48
07503D,48,45
00530D,48,48
粤BBA579,48,48
03108D,48,47
OGT-134,48,47
粤B33985D,48,48
03521D,48,48
粤BBA748,48,47
粤B09087D,48,48
33566D,48,47
04878D,48,48
CM022,48,48
粤BBD057,48,48
33811D,48,48
粤B07159D,47,47
01063D,47,47
34315D,47,47
CN796,47,47
粤B01216D,47,47
BR247,47,47
粤BU2881,47,47
02206D,47,47
粤B05318D,47,47
粤B06539D,47,47
07229D,47,47
04485D,47,47
03961D,47,47
粤B45048D,47,47
02328D,47,47
粤B02423D,47,47
46926D,47,46
04877D,47,47
05353D,47,47
00061D,47,47
39717D,47,46
31337D,47,47
09740D,47,47
粤B34883D,47,47
40506D,47,47
粤B49949D,47,46
41136D,47,47
CM015,47,47
30461D,47,47
33631D,47,47
CB335,47,47
34675D,47,47
BW726,47,47
粤B30398D,47,47
08507D,47,47
08853D,47,47
06766D,47,47
02880D,47,47
00520D,47,47
34696D,47,47
38062D,47,47
04619D,47,46
粤B48899D,47,47
粤B34149D,47,47
粤B01526D,47,47
01132D,47,47
31931D,47,47
02957D,47,47
40480D,47,47
粤B09676D,47,46
粤B07288D,47,47
05602D,47,47
08601D,47,46
粤B09683D,47,47
08855D,47,47
30949D,47,47
粤B09739D,47,47
DP1417,47,47
01205D,47,46
CM103,47,47
00467D,47,47
BW401,47,47
OGT-145,47,47
03509D,47,47
粤B06003D,47,47
45991D,47,47
08369D,47,47
45879D,47,47
粤B37168D,47,47
04322D,47,47
46868D,47,47
CC596,47,47
粤BBB542,47,47
41149D,47,47
01851D,47,47
05613D,47,47
粤B04506D,47,47
CH827,47,47
37133D,47,47
粤B00198D,47,46
01023D,47,47
09273D,47,47
03139D,47,47
粤B04585D,47,47
46913D,47,47
粤BBE551,47,47
BS550,47,47
04882D,47,47
粤B07228D,47,47
02829D,47,47
09532D,47,47
06336D,47,47
07377D,47,47
09908D,47,47
粤B09495D,47,47
41129D,47,47
02707D,47,47
粤B35310D,47,47
47761D,47,47
粤B05496D,47,47
粤B39885D,47,46
45893D,47,47
DP477,47,47
DS7947,47,47
粤BAZ640,47,47
粤BBE373,47,47
46691D,47,47
47430D,47,47
06503D,47,47
07817D,47,47
02819D,47,47
粤B38928D,47,47
05840D,47,47
35267D,47,47
09909D,47,47
粤B39939D,47,47
49512D,47,47
07515D,47,47
粤B41947D,47,47
03375D,47,47
40386D,47,47
粤B38836D,47,47
06266D,47,47
02916D,47,46
粤B09861D,47,47
粤B41235D,47,47
BV463,46,46
粤B07128D,46,46
粤B39739D,46,45
粤B04482D,46,46
38350D,46,46
粤B08277D,46,46
粤B42160D,46,46
04616D,46,46
49701D,46,46
08911D,46,45
粤B05125D,46,46
粤B06433D,46,46
粤B34442D,46,46
粤B01255D,46,46
05539D,46,46
01761D,46,46
07798D,46,46
粤B38430D,46,46
01316D,46,46
49791D,46,46
00909D,46,46
粤BN6046,46,46
粤B01591D,46,46
粤B01335D,46,46
粤B35322D,46,45
41167D,46,46
06586D,46,46
09770D,46,46
粤BW8032,46,46
02392D,46,46
粤B35879D,46,46
01188D,46,46
粤B45673D,46,46
粤B40585D,46,46
03265D,46,46
31576D,46,46
06957D,46,45
45805D,46,46
47420D,46,46
04815D,46,46
粤B45608D,46,46
粤B30429D,46,46
粤B03171D,46,46
粤B02753D,46,46
46891D,46,46
02241D,46,46
39313D,46,46
02356D,46,45
05265D,46,46
07536D,46,46
粤B05007D,46,46
09345D,46,46
44025D,46,46
35226D,46,46
粤B03933D,46,46
46927D,46,46
粤B04939D,46,46
04967D,46,46
09519D,46,46
04553D,46,46
35648D,46,44
43221D,46,46
08230D,46,45
粤B08086D,46,46
粤B38343D,46,46
07277D,46,46
粤B02207D,46,46
36513D,46,46
00073D,46,46
35271D,46,46
粤B31549D,46,46
CB341,46,46
01360D,46,46
粤B07375D,46,46
粤BBA392,46,46
02209D,46,46
45949D,46,46
粤B02357D,46,46
41151D,46,46
44070D,46,46
37785D,46,46
49748D,46,46
07918D,46,46
04925D,46,46
00890D,46,46
粤B38816D,46,46
45601D,46,46
BW742,46,46
37740D,46,46
01238D,46,46
粤B33519D,46,46
粤B39392D,46,46
粤B31539D,46,46
37010D,46,46
粤B33800D,46,46
07215D,46,46
31161D,46,46
35237D,46,46
粤B01528D,46,46
DT4707,46,46
00088D,46,46
粤B30376D,46,46
粤B32550D,46,46
03757D,46,46
06542D,46,43
粤B01140D,46,46
粤B30317D,46,46
05378D,46,45
03498D,46,46
49555D,46,46
BW243,46,44
粤B34420D,46,46
粤B36727D,46,46
35655D,46,45
49040D,46,46
08922D,46,46
粤B00223D,46,46
08466D,46,46
35250D,46,46
09375D,46,46
07538D,46,46
粤B34806D,46,46
粤B30981D,46,46
09435D,46,46
09998D,46,46
04779D,46,46
34387D,46,46
37092D,46,46
粤B02922D,46,46
06733D,46,46
46939D,46,46
41105D,46,46
08947D,46,46
31877D,46,45
34490D,46,46
粤B30359D,46,46
粤B38838D,46,45
05411D,46,46
38397D,46,46
DT0947,46,46
粤B39121D,46,46
09872D,46,46
05366D,46,46
35289D,46,46
粤B35301D,46,46
粤B39881D,46,46
粤B08767D,46,46
04601D,46,45
粤B03995D,46,46
粤BBA442,46,46
03697D,46,46
粤BBE627,46,46
BW901,45,45
粤B09512D,45,45
38890D,45,45
CC352,45,45
02972D,45,44
37640D,45,45
粤B33932D,45,45
01103D,45,45
01981D,45,45
06530D,45,45
06135D,45,45
00479D,45,45
粤B01231D,45,45
05916D,45,45
01536D,45,44
粤B39350D,45,45
粤B32681D,45,45
02491D,45,45
粤B36392D,45,42
04910D,45,45
CC592,45,45
03846D,45,44
45877D,45,45
02160D,45,45
粤BBE147,45,45
CC242,45,45
39733D,45,45
07681D,45,45
粤B42613D,45,45
07653D,45,45
03320D,45,45
粤B47917D,45,45
01792D,45,45
07048D,45,44
粤B32222D,45,45
粤B08030D,45,45
34557D,45,45
31335D,45,44
00677D,45,45
粤B01522D,45,45
00780D,45,44
粤B31972D,45,44
粤B05098D,45,45
02316D,45,45
CC359,45,45
01265D,45,45
30495D,45,45
08817D,45,45
37520D,45,45
08130D,45,45
BV687,45,45
01091D,45,45
04915D,45,45
08336D,45,45
粤B05147D,45,45
CB346,45,45
00401D,45,45
粤B08999D,45,45
05680D,45,44
43249D,45,45
03366D,45,45
T8749,45,45
粤B08273D,45,45
08987D,45,45
00189D,45,45
粤BBA820,45,44
05282D,45,45
04508D,45,45
08679D,45,45
粤BBE495,45,45
02555D,45,44
CN608,45,45
粤B01287D,45,45
46958D,45,45
06751D,45,45
00522D,45,45
DP429,45,45
粤B37192D,45,45
粤B00610D,45,45
粤BK9511,45,45
47465D,45,45
11996D,45,45
35888D,45,45
粤B31896D,45,45
粤B31813D,45,45
09321D,45,45
粤B34027D,45,45
CH729,45,45
04015D,45,44
07500D,45,45
BW340,45,45
38222D,45,45
DN6040,45,45
02781D,45,45
05606D,45,45
35693D,45,45
49723D,45,45
CC109,45,45
48296D,45,45
粤B05657D,45,45
粤B06393D,45,45
04108D,45,45
34348D,45,45
粤B31171D,45,45
03821D,45,45
03270D,45,45
49760D,45,45
BS475,45,45
BW241,45,45
粤B07398D,45,45
07392D,45,45
37717D,45,45
粤B49963D,45,44
01652D,45,45
粤B39122D,45,45
粤B05271D,45,45
03339D,45,45
30383D,45,45
31316D,45,45
CC618,45,45
粤B35866D,45,45
30457D,45,45
粤B02426D,45,45
07188D,45,45
04227D,45,45
粤B38357D,45,45
00368D,45,45
粤B00318D,45,45
02485D,45,45
粤B48208D,45,45
00423D,45,45
08211D,45,45
02540D,45,43
03650D,45,45
06037D,45,45
CC149,45,45
01483D,45,45
DR7464,45,45
01211D,45,45
48882D,45,45
04133D,45,44
49726D,45,45
31752D,45,45
粤BBA107,45,45
粤B04157D,45,45
粤B39800D,45,45
06725D,45,45
04411D,45,45
CC093,45,45
粤BBA647,45,45
07406D,45,44
00490D,45,45
粤B49961D,45,45
CM090,45,45
T4357,45,45
08831D,45,45
04178D,45,45
粤B38856D,45,45
30357D,45,45
00587D,45,45
CA637,45,45
CC589,45,45
粤B40117D,45,45
05609D,45,45
粤B32283D,45,45
31502D,45,45
46962D,45,45
粤B38089D,45,45
粤B03992D,44,44
粤B02938D,44,44
39969D,44,42
CJ319,44,44
粤B09323D,44,44
粤B36598D,44,44
06439D,44,44
粤B39840D,44,44
BW717,44,44
38895D,44,44
45807D,44,43
34676D,44,44
01456D,44,44
34443D,44,44
00623D,44,44
07919D,44,44
06519D,44,44
36756D,44,44
粤B09039D,44,44
41445D,44,44
粤B32521D,44,44
04816D,44,44
BS506,44,44
35643D,44,44
01818D,44,43
粤B45687D,44,44
粤B32650D,44,44
37643D,44,44
09367D,44,44
06501D,44,44
37778D,44,44
04168D,44,44
46670D,44,44
03326D,44,44
04416D,44,44
03809D,44,44
粤B00478D,44,44
DN4943,44,43
粤BBE759,44,43
02719D,44,44
00943D,44,44
粤B38996D,44,44
粤BU2387,44,44
09356D,44,44
粤B31709D,44,44
36029D,44,44
02872D,44,43
02303D,44,44
粤BU2290,44,44
粤BU2598,44,44
35837D,44,44
粤B38092D,44,43
03891D,44,44
33582D,44,44
粤B03723D,44,44
粤BBA243,44,44
03267D,44,44
34057D,44,44
粤B35663D,44,44
粤B31553D,44,44
粤B38477D,44,44
粤B06045D,44,44
08106D,44,44
粤B45722D,44,44
DR5247,44,44
粤BU2960,44,44
DP480,44,44
粤B44099D,44,44
05830D,44,44
BV453,44,44
38908D,44,43
BW261,44,44
31310D,44,44
33590D,44,44
T4405,44,44
03357D,44,44
粤B09102D,44,44
41486D,44,44
04189D,44,44
00077D,44,40
37576D,44,44
33535D,44,44
粤B07573D,44,44
42099D,44,44
31913D,44,44
粤B33527D,44,43
DT7470,44,44
粤B07451D,44,44
粤B09953D,44,44
DS0447,44,44
粤B39132D,44,44
01641D,44,44
粤B30452D,44,44
46883D,44,44
06557D,44,44
47415D,44,44
35658D,44,44
00071D,44,44
31928D,44,44
07509D,44,44
30923D,44,44
粤B39747D,44,44
03435D,44,44
45017D,44,44
粤B33325D,44,44
粤B35845D,44,44
09000D,44,44
09506D,44,44
CC347,44,44
粤B36745D,44,44
32668D,44,44
08703D,44,44
30405D,44,44
粤B01438D,44,44
00605D,44,44
00823D,44,44
04262D,44,44
DN4785,44,44
05801D,44,44
粤B03693D,44,44
41475D,44,43
粤B04413D,44,44
42097D,44,44
U0408,44,44
33917D,44,44
09315D,44,44
粤B05286D,44,44
41281D,44,43
32260D,44,44
粤B03608D,44,38
粤B37068D,44,44
05547D,44,44
07750D,44,44
34517D,44,44
CB350,44,44
CC073,44,44
07001D,44,44
45009D,44,44
34478D,44,44
04591D,44,44
01355D,44,44
粤B03656D,44,44
粤B02749D,44,44
04627D,44,44
粤B06515D,44,44
02807D,44,44
06570D,44,44
00709D,44,44
粤B01292D,44,44
37027D,44,44
03083D,44,44
46846D,44,44
42093D,44,44
02463D,44,44
粤B31566D,43,43
01398D,43,43
06361D,43,43
09001D,43,43
粤B04736D,43,43
03403D,43,43
47791D,43,43
02830D,43,43
粤B05455D,43,42
BS440,43,43
粤B39751D,43,43
粤BW3100,43,43
03062D,43,43
06411D,43,43
粤B48272D,43,43
37682D,43,43
CC421,43,43
08450D,43,43
01620D,43,43
45180D,43,43
粤B00109D,43,43
05670D,43,43
粤B32606D,43,43
T4507,43,43
08532D,43,43
02769D,43,42
47750D,43,43
粤B39186D,43,43
03557D,43,43
35348D,43,43
粤B08589D,43,43
06595D,43,43
粤B35395D,43,43
01790D,43,43
45830D,43,43
07378D,43,43
BS568,43,42
07778D,43,43
08879D,43,42
45882D,43,43
01865D,43,43
粤BAZ741,43,43
粤BBB753,43,43
02597D,43,43
CC157,43,43
CC025,43,43
01895D,43,43
CC027,43,41
粤B30491D,43,43
粤B31779D,43,43
09403D,43,43
04085D,43,43
06495D,43,43
05373D,43,42
粤B06269D,43,43
粤B01458D,43,43
粤B39922D,43,43
粤B03228D,43,43
33936D,43,43
DT7410,43,43
DR4457,43,43
粤B08073D,43,43
33363D,43,43
38973D,43,43
04336D,43,43
06346D,43,43
U0523,43,43
04350D,43,43
粤B03580D,43,41
粤B30380D,43,43
06178D,43,43
粤B31802D,43,43
34422D,43,42
粤B33645D,43,43
粤B30886D,43,43
粤B03199D,43,43
粤B42636D,43,43
00475D,43,43
02620D,43,43
08116D,43,43
05919D,43,43
46861D,43,43
粤B48636D,43,43
粤B07242D,43,43
粤B00613D,43,42
09157D,43,43
09011D,43,43
35849D,43,43
粤B44058D,43,43
02018D,43,43
43261D,43,43
CA710,43,43
04203D,43,43
05612D,43,43
02476D,43,43
粤B08269D,43,43
37017D,43,43
05982D,43,43
34063D,43,43
01270D,43,43
35219D,43,42
02041D,43,43
CC245,43,43
04061D,43,43
粤B03127D,43,43
09125D,43,43
08632D,43,43
粤B01768D,43,43
粤B03773D,43,43
02101D,43,43
粤B00927D,43,43
37741D,43,43
00393D,43,43
粤B08251D,43,43
粤B07648D,43,42
41463D,43,43
DL631,43,32
04103D,43,43
CH842,43,43
DT4741,43,43
粤B09708D,43,43
08939D,43,43
粤B45770D,43,43
粤B34113D,43,43
05865D,43,42
粤B40380D,43,43
43250D,43,43
CC400,43,43
04348D,43,43
35812D,43,43
49099D,43,43
04235D,43,43
BW471,43,43
45028D,43,43
粤BBA797,43,43
34111D,43,43
粤B32286D,43,43
01158D,43,42
09040D,43,43
09566D,43,43
DP456,43,42
粤B02521D,43,43
37057D,43,43
粤B39732D,43,43
04179D,43,43
47757D,43,43
粤B38022D,43,43
00461D,43,43
01899D,43,43
粤B33966D,43,43
09943D,43,43
34439D,43,43
43085D,43,43
06116D,43,43
粤B34811D,43,43
粤B45018D,43,43
CN780,43,43
00633D,43,43
粤B07289D,43,43
45823D,43,43
粤B05060D,43,43
04222D,43,43
粤B01187D,43,43
06131D,43,43
06060D,43,43
粤B03562D,43,43
33563D,43,43
粤B06899D,43,40
07547D,43,43
粤B34828D,43,40
03436D,43,43
粤B41126D,43,43
CB357,43,43
粤B44088D,43,43
粤B05166D,43,43
02387D,42,42
45016D,42,42
04668D,42,42
BW617,42,42
粤B38929D,42,42
34029D,42,42
49953D,42,42
粤B07043D,42,42
07848D,42,41
00253D,42,42
09813D,42,41
31965D,42,42
粤B04453D,42,42
BW249,42,42
34386D,42,42
粤B09075D,42,42
07757D,42,42
33846D,42,42
08070D,42,42
06221D,42,41
02497D,42,42
08805D,42,42
DN3746,42,42
粤B37600D,42,42
03371D,42,42
31902D,42,42
粤B37080D,42,42
CN558,42,42
BW201,42,42
粤B45226D,42,42
02410D,42,42
粤B31186D,42,42
09702D,42,42
粤B07136D,42,42
04726D,42,42
粤B34316D,42,42
03882D,42,42
粤B40382D,42,42
CN715,42,42
04659D,42,42
03925D,42,42
粤B01006D,42,42
46807D,42,42
粤B01263D,42,42
U0305,42,42
粤B31526D,42,42
粤B39379D,42,42
47700D,42,42
42620D,42,42
粤BBE402,42,42
03682D,42,42
CB330,42,42
DL497,42,42
01332D,42,42
38437D,42,42
粤B31810D,42,42
07028D,42,42
04131D,42,42
46632D,42,41
09401D,42,42
粤B44075D,42,42
38336D,42,42
06409D,42,42
46669D,42,42
03211D,42,42
CC436,42,42
02110D,42,42
粤B00159D,42,42
粤BT9429,42,42
02679D,42,42
05432D,42,42
37722D,42,42
04308D,42,42
粤B43061D,42,42
05216D,42,42
粤B01568D,42,42
粤B31367D,42,42
06362D,42,42
粤B08095D,42,41
粤BBA613,42,42
粤B48865D,42,41
00333D,42,42
粤B02000D,42,42
49737D,42,42
00236D,42,42
03347D,42,42
06791D,42,42
03336D,42,42
粤B05002D,42,42
41996D,42,41
04205D,42,42
36343D,42,42
37630D,42,42
01046D,42,42
粤B41431D,42,42
CN701,42,42
粤B07189D,42,42
04943D,42,42
CB351,42,42
CM039,42,42
01719D,42,42
37159D,42,42
02608D,42,42
粤B03522D,42,42
31193D,42,42
粤B02218D,42,42
09115D,42,42
46651D,42,42
粤B35853D,42,42
粤BBA742,42,42
07332D,42,42
04366D,42,42
00936D,42,42
04900D,42,42
03240D,42,42
31790D,42,42
33351D,42,42
07396D,42,42
粤B09103D,42,42
粤B03769D,42,42
粤B48256D,42,42
02480D,42,42
粤B02456D,42,42
粤B05109D,42,42
粤B09156D,42,42
07400D,42,42
粤B34842D,42,42
CA645,42,42
粤BT0475,42,42
06971D,42,42
03547D,42,42
47406D,42,42
粤B38855D,42,42
08710D,42,42
00416D,42,42
02810D,42,42
46929D,42,42
03091D,42,42
04247D,42,42
37190D,42,42
38008D,42,42
46825D,42,42
CN529,42,42
33503D,42,42
03971D,42,42
粤B01530D,42,42
06995D,42,40
00455D,42,42
粤BW3097,42,42
粤B38423D,42,42
03823D,42,42
47499D,42,42
30959D,42,42
01326D,42,42
粤B03539D,42,42
粤B45183D,42,42
BW577,42,42
DN6820,42,42
06032D,42,42
CA741,42,42
00735D,42,42
粤B38931D,42,42
粤B35373D,42,42
粤B38959D,42,42
05577D,42,42
粤B41915D,42,42
粤B04855D,42,42
01429D,42,42
00041D,42,42
粤B05345D,42,42
07732D,42,42
BV942,42,42
07570D,42,42
43270D,42,42
粤B04463D,42,42
46801D,42,42
07532D,42,42
35283D,42,42
07972D,42,42
粤B36528D,42,42
05380D,42,42
粤B44043D,42,42
06531D,41,40
粤B02557D,41,41
00272D,41,37
45873D,41,41
02112D,41,41
AGM-164,41,41
02156D,41,41
35246D,41,41
01400D,41,41
粤B01440D,41,41
粤B04905D,41,41
DT7467,41,41
37769D,41,41
05722D,41,41
03775D,41,41
04600D,41,41
粤B04093D,41,41
02820D,41,41
02943D,41,41
31372D,41,41
37727D,41,41
粤B30976D,41,41
粤B49973D,41,40
06727D,41,41
00586D,41,41
01548D,41,41
01715D,41,41
05300D,41,41
DP457,41,41
04725D,41,41
03286D,41,41
03151D,41,41
DT4791,41,41
04279D,41,41
37732D,41,41
粤B03685D,41,41
04337D,41,39
47703D,41,41
46811D,41,41
粤B30916D,41,41
46688D,41,41
00761D,41,41
粤B39795D,41,41
03250D,41,41
46989D,41,41
粤B37516D,41,41
01627D,41,41
09145D,41,41
04225D,41,41
46912D,41,41
35926D,41,41
DP439,41,41
粤B44029D,41,41
粤B38960D,41,41
03078D,41,41
04721D,41,38
47445D,41,41
03282D,41,40
粤B03530D,41,41
粤B01347D,41,41
01783D,41,40
粤B08263D,41,41
粤B06878D,41,41
46839D,41,41
09429D,41,41
06470D,41,41
03005D,41,41
CC365,41,40
35671D,41,38
07121D,41,41
07911D,41,41
04719D,41,41
DN6451,41,41
39790D,41,41
05696D,41,40
BW240,41,41
00902D,41,41
03740D,41,41
粤B03916D,41,41
35269D,41,41
48818D,41,41
03165D,41,41
粤B44005D,41,41
粤B39332D,41,41
DT9493,41,41
45842D,41,41
05660D,41,41
09780D,41,41
粤B04469D,41,41
粤B40361D,41,41
粤B48895D,41,41
47739D,41,41
04640D,41,41
粤B33899D,41,41
33956D,41,41
08582D,41,41
00126D,41,40
03391D,41,41
U0492,41,41
02556D,41,41
粤B02612D,41,41
08128D,41,41
07815D,41,41
粤B45192D,41,41
01097D,41,41
粤BK9340,41,41
00496D,41,41
BW227,41,41
DN6477,41,39
01053D,41,41
01419D,41,41
BW248,41,41
04593D,41,40
CN740,41,41
粤B09147D,41,41
03640D,41,41
粤B38452D,41,41
粤B45643D,41,41
09999D,41,41
36783D,41,41
38376D,41,41
U0433,41,41
04321D,41,40
粤B31936D,41,41
CM077,41,41
粤B34098D,41,41
47748D,41,41
CN748,41,41
粤B08250D,41,41
粤B07018D,41,41
34591D,41,41
粤B04942D,41,41
06841D,41,41
DT3477,41,41
粤B31561D,41,41
04087D,41,41
BS499,41,41
01672D,41,41
01868D,41,41
30449D,41,41
08940D,41,41
36546D,41,41
05736D,41,41
粤B08210D,41,41
06871D,41,41
粤B08188D,41,40
CA643,41,40
46809D,41,41
06911D,41,41
43220D,41,41
36550D,41,41
U0560,41,41
07183D,41,41
01480D,41,41
05483D,41,41
粤B32948D,41,41
38373D,41,41
06175D,41,41
粤B40329D,41,41
38367D,41,41
CN665,41,41
04891D,41,41
粤B03048D,41,41
粤B41145D,41,41
02992D,41,41
09105D,41,41
粤B06859D,41,41
09723D,41,41
31742D,41,40
粤B05973D,41,41
33411D,41,41
08215D,41,41
粤B09515D,41,41
CN768,41,41
粤B42145D,41,41
粤B01276D,41,41
02636D,41,41
07679D,41,41
粤B34458D,41,41
41181D,41,41
01272D,41,41
01136D,41,39
BW445,41,41
38445D,40,40
粤BBA778,40,40
粤B40385D,40,40
02488D,40,40
00578D,40,40
45976D,40,40
37768D,40,39
粤B07847D,40,40
08305D,40,40
BV452,40,40
T4147,40,40
粤B02855D,40,40
03186D,40,40
粤B06058D,40,40
02467D,40,40
01441D,40,40
粤BN4187,40,40
05233D,40,40
粤B39175D,40,40
DT9470,40,40
03239D,40,40
粤B07646D,40,40
粤B09417D,40,40
02601D,40,40
粤B02908D,40,40
粤B45187D,40,40
05565D,40,40
粤B32656D,40,40
08235D,40,39
01805D,40,40
04010D,40,40
粤B40300D,40,40
36591D,40,40
DS0347,40,40
BS540,40,40
07452D,40,40
粤B39808D,40,40
06788D,40,40
02306D,40,40
01161D,40,40
41113D,40,40
01948D,40,40
T7145,40,40
粤BBB995,40,40
粤BT9611,40,40
粤B34580D,40,39
01460D,40,40
01217D,40,40
03012D,40,40
CN685,40,40
U0467,40,40
BV743,40,40
CA771,40,40
CC361,40,40
08426D,40,40
粤B41402D,40,40
02386D,40,39
43272D,40,40
01102D,40,40
31926D,40,40
01679D,40,40
05932D,40,40
46281D,40,40
BW912,40,40
00092D,40,40
02611D,40,40
粤B48248D,40,40
37599D,40,40
09890D,40,40
粤B34885D,40,40
01691D,40,40
T9572,40,40
33603D,40,40
CM062,40,40
粤B03503D,40,39
30401D,40,40
33523D,40,40
02157D,40,40
35830D,40,40
粤BBA606,40,40
T4450,40,40
34141D,40,40
粤B06863D,40,39
04002D,40,40
粤B00495D,40,40
04242D,40,40
DT6743,40,40
粤BBE357,40,40
37075D,40,37
00531D,40,40
08850D,40,40
BS442,40,40
03293D,40,40
粤B07295D,40,40
41176D,40,39
38267D,40,40
01337D,40,39
BV740,40,40
粤B37066D,40,40
46938D,40,40
BS879,40,40
02876D,40,40
04926D,40,40
粤B05090D,40,40
粤B39179D,40,40
01153D,40,40
33576D,40,40
45921D,40,40
粤B36518D,40,40
03670D,40,40
粤B47431D,40,40
粤B49946D,40,40
粤B09633D,40,40
DL622,40,40
08026D,40,40
01778D,40,40
45859D,40,40
08389D,40,40
06535D,40,40
粤B39359D,40,40
粤B04430D,40,40
04883D,40,40
粤B03758D,40,40
34581D,40,40
粤B07887D,40,40
粤BBB990,40,40
00659D,40,40
07127D,40,40
03183D,40,40
粤B09250D,40,40
45820D,40,40
05906D,40,40
34032D,40,40
36511D,40,40
04112D,40,40
CC270,40,40
CC425,40,39
02248D,40,40
33988D,40,40
05697D,40,40
41980D,40,40
粤B33803D,40,40
粤B09173D,40,40
38451D,40,40
01125D,40,40
08129D,40,40
粤B45293D,40,40
09500D,40,40
CC175,40,40
35848D,40,40
粤B32672D,40,40
粤B48696D,40,40
粤B39841D,40,39
04062D,40,40
07380D,40,40
BV240,40,40
06975D,40,39
34452D,40,40
03215D,40,40
01915D,40,40
粤B34492D,40,40
03402D,40,40
09107D,40,40
粤B49143D,40,40
粤B49922D,40,39
粤B42083D,40,40
49103D,40,40
35816D,40,40
粤B33993D,40,39
00250D,40,40
01025D,40,40
02141D,40,40
34015D,40,40
45745D,40,40
粤B30990D,40,40
粤B44003D,40,40
02862D,40,40
粤B33399D,40,40
粤B02418D,40,40
粤B07161D,40,40
47755D,40,38
DT7443,40,40
粤B48275D,40,40
05192D,40,40
粤BBD616,40,40
粤B00458D,40,40
粤B40513D,40,40
CN571,40,40
45215D,40,39
38021D,40,40
07262D,40,40
47709D,40,40
46641D,40,40
粤B03552D,40,40
02291D,40,40
37748D,40,40
04201D,40,38
08560D,40,40
01887D,40,40
DR7401,39,39
粤B30926D,39,39
粤B01951D,39,39
37710D,39,38
05889D,39,39
粤B31597D,39,39
45219D,39,39
08576D,39,39
05522D,39,38
02196D,39,39
41297D,39,39
07471D,39,39
粤B06657D,39,39
04772D,39,39
38270D,39,39
44045D,39,39
46992D,39,39
31879D,39,39
粤B34583D,39,39
07758D,39,39
粤B34418D,39,39
粤BBE733,39,39
02158D,39,39
45977D,39,39
01011D,39,39
粤BT9411,39,39
06906D,39,39
41115D,39,39
46253D,39,39
07531D,39,39
粤B05861D,39,39
49975D,39,39
DN6412,39,39
粤B07993D,39,39
U0485,39,39
06123D,39,39
33656D,39,39
07939D,39,39
粤B01562D,39,39
04559D,39,39
05486D,39,39
06281D,39,39
BW895,39,39
粤B36226D,39,39
05291D,39,39
02603D,39,39
粤B38401D,39,39
46909D,39,39
05399D,39,39
41997D,39,39
03646D,39,39
09065D,39,39
粤B07598D,39,39
粤B08557D,39,39
31775D,39,39
03943D,39,39
35651D,39,39
05600D,39,39
CJ120,39,39
BV340,39,39
34031D,39,39
00566D,39,39
03869D,39,37
01802D,39,39
41128D,39,39
08247D,39,39
粤B00639D,39,39
49049D,39,39
粤B00795D,39,39
粤BBA143,39,39
07935D,39,39
粤B32613D,39,39
37799D,39,38
粤B04625D,39,38
粤B01943D,39,39
47423D,39,39
30313D,39,39
34698D,39,39
05072D,39,39
粤B09468D,39,39
04251D,39,39
46646D,39,39
粤B05172D,39,39
09355D,39,39
粤B04781D,39,39
粤B06853D,39,39
粤B06329D,39,37
粤BBA689,39,39
粤BBE541,39,39
CM083,39,39
粤B36500D,39,39
05937D,39,39
09422D,39,39
41477D,39,39
31918D,39,39
08656D,39,39
06617D,39,39
05903D,39,39
07989D,39,39
04951D,39,39
粤B08735D,39,39
粤B02528D,39,39
04220D,39,39
06066D,39,39
04330D,39,39
CC075,39,39
30927D,39,39
粤B03111D,39,39
粤B05036D,39,39
BV491,39,39
33588D,39,39
粤B06057D,39,39
02942D,39,39
粤B00325D,39,39
粤B03651D,39,39
38201D,39,39
粤B08013D,39,39
粤B30166D,39,39
00005D,39,39
粤BAY741,39,39
06783D,39,39
03376D,39,39
41295D,39,39
粤B01261D,39,38
02490D,39,39
05671D,39,39
37649D,39,39
03015D,39,39
34022D,39,39
06780D,39,39
粤BU2377,39,39
粤B36375D,39,39
01306D,39,39
35813D,39,39
01955D,39,39
粤B47970D,39,39
37726D,39,39
37577D,39,39
粤B31778D,39,39
粤B04688D,39,39
粤BBA662,39,37
07836D,39,39
粤B33906D,39,39
01363D,39,39
03146D,39,38
37521D,39,39
粤B34167D,39,39
粤B40529D,39,39
DN5247,39,39
41993D,39,39
05346D,39,39
00715D,39,39
05792D,39,39
34440D,39,38
粤BL2249,39,39
粤B34621D,39,39
04083D,39,39
35863D,39,39
粤B03958D,39,39
37598D,39,39
粤B06879D,39,39
05385D,39,39
37129D,39,39
DT7347,39,39
粤BN4776,39,38
06217D,39,39
粤B05049D,39,39
08310D,39,39
31929D,39,39
01445D,39,39
09981D,39,39
粤B48687D,39,39
00537D,39,39
DL542,39,39
45179D,39,38
42075D,39,39
粤B06215D,39,39
02428D,39,39
粤B48650D,39,39
粤B06569D,39,39
