device_id,usage_count,unique_users
粤B09545D,18,17
01135D,18,18
06293D,18,18
07913D,18,18
37658D,18,18
粤B38371D,18,18
04672D,18,18
46262D,18,18
41970D,18,18
00386D,18,18
粤B07858D,18,18
00833D,18,18
粤B01500D,18,18
02132D,18,18
06042D,18,18
05108D,18,18
DN4251,18,18
CC430,17,17
粤B40328D,17,17
02125D,17,17
粤B31829D,17,17
粤B37142D,17,17
05643D,17,17
粤B42625D,17,17
34460D,17,17
00032D,17,17
09035D,17,17
CC458,17,17
CN749,17,17
粤B03738D,17,17
46693D,17,17
05406D,17,17
粤B07003D,17,17
00881D,17,17
粤B39320D,17,17
粤BK9517,17,17
08236D,17,17
粤B09657D,17,17
粤B45052D,17,17
08869D,17,17
05501D,17,17
CN668,17,17
46290D,17,17
33833D,17,17
04190D,17,17
06276D,17,17
42030D,17,17
粤BZ7483,17,17
CK021,17,17
45651D,17,17
04298D,17,17
BW247,17,17
34191D,17,17
CJ015,17,17
05807D,17,17
粤BBA775,17,17
08980D,17,17
48842D,17,17
47419D,17,17
32503D,17,17
粤B30195D,17,17
33602D,17,17
41180D,17,17
07983D,17,17
05243D,17,17
粤BN6407,17,17
00609D,17,17
粤B41978D,17,17
48872D,17,17
09940D,17,17
30463D,17,17
08848D,17,17
粤B09677D,17,17
33598D,17,17
DS7437,17,17
粤B07665D,17,17
00982D,17,17
粤B07223D,17,17
粤B44093D,17,17
02647D,17,17
47479D,17,16
03479D,17,17
06546D,17,17
DN3246,17,17
粤BN6541,17,17
粤B38213D,17,17
02748D,17,17
39976D,17,17
03277D,17,17
05110D,17,17
粤B02417D,17,17
33539D,17,17
00207D,17,17
45818D,17,17
BW407,17,17
02358D,17,17
05603D,17,17
粤BAY147,17,17
03145D,17,17
00161D,17,17
45858D,17,17
IGT-117,17,17
06717D,17,17
DP518,17,17
粤B38368D,17,17
CM121,17,16
41998D,17,17
47733D,17,17
49053D,17,17
T9591,17,17
粤B34615D,17,17
粤B47942D,17,17
粤B48855D,17,17
04863D,17,17
04531D,17,17
粤B01590D,17,17
09591D,17,17
U0271,17,17
49910D,17,17
T4051,17,17
04741D,17,17
05970D,17,17
粤B49117D,17,17
粤B45709D,17,17
33676D,17,17
CH273,17,17
08777D,17,17
37511D,17,17
粤B01470D,17,17
08950D,17,17
45658D,17,17
U0098,17,17
38072D,17,17
02985D,17,17
粤B01260D,17,17
CK316,17,17
BW637,17,17
07123D,17,17
粤B35355D,17,17
30499D,17,17
粤B00111D,17,17
05911D,17,17
粤BBA051,17,17
01048D,17,17
05719D,17,17
08318D,17,17
37648D,17,17
04041D,17,17
07850D,17,17
39787D,17,17
38295D,17,17
粤BL2903,17,17
00376D,17,17
06666D,17,17
04822D,17,17
粤B08178D,17,17
44040D,17,17
粤B05003D,17,17
07496D,17,17
粤B41977D,17,17
09320D,17,17
46229D,17,17
粤B01072D,17,17
粤B05083D,17,17
CJ300,17,16
01090D,17,17
02701D,17,17
CH450,17,17
粤B31893D,17,17
07038D,17,17
06447D,17,17
34990D,17,17
BW627,17,17
粤B34646D,17,17
08010D,17,16
粤B05040D,17,16
粤B34886D,17,17
CN667,17,17
粤B05615D,17,17
粤BZ7476,17,17
粤BBA405,17,17
45677D,17,17
DT2747,17,17
粤B31786D,17,16
粤B09955D,17,17
粤BBE750,17,17
08332D,17,17
粤B36330D,17,17
粤B07257D,17,17
粤BN4795,17,17
07363D,17,17
49517D,17,17
09721D,17,17
粤B45202D,17,17
33357D,17,17
34136D,17,17
03466D,17,17
CH852,17,17
粤BBA522,17,17
粤B39322D,17,17
粤B35309D,17,17
04586D,17,17
00336D,17,17
03328D,17,17
粤B35330D,17,17
48841D,17,17
03430D,17,17
06341D,17,17
39055D,17,17
00347D,17,17
T4447,17,17
01469D,17,17
06385D,17,17
粤B41291D,17,17
07439D,17,17
07707D,17,17
粤B34357D,17,17
粤BAZ471,17,17
07853D,17,17
粤BU2813,17,17
粤B34161D,17,17
33957D,17,17
粤B34489D,17,17
粤B34680D,17,17
01177D,17,17
01817D,17,17
04596D,17,17
45908D,17,17
34461D,17,17
46649D,17,17
47725D,17,17
07405D,17,17
07655D,17,17
01711D,17,17
01710D,17,17
BV417,17,17
04470D,17,17
06582D,17,17
34383D,17,17
DP470,17,17
DT9665,17,17
U0499,17,17
07837D,17,17
02901D,17,17
粤B35340D,17,17
08515D,17,17
49749D,17,17
36397D,17,17
粤B04433D,17,17
41439D,17,17
09773D,17,17
U0133,17,17
38832D,17,17
03451D,17,17
粤B30392D,17,17
06857D,17,17
01638D,17,17
49507D,17,17
01340D,17,17
粤B39120D,17,17
DT6947,17,17
粤B40558D,17,17
粤B05005D,17,17
CC415,17,17
46942D,17,17
粤B08640D,17,17
39021D,17,17
04232D,17,17
粤B08698D,17,17
45831D,17,17
粤B07726D,17,17
09217D,17,17
粤B01392D,17,17
47441D,17,17
粤B05637D,17,17
06669D,17,17
CH836,17,17
47717D,17,17
粤BAX147,17,17
粤B35858D,17,17
30861D,17,17
CJ031,17,17
09948D,17,17
34905D,17,17
粤B49978D,17,17
45835D,17,17
32676D,17,17
CN723,17,17
粤B36760D,17,17
38446D,17,17
07251D,17,17
34995D,17,17
47442D,17,17
05296D,17,17
N6875,17,17
00679D,17,17
46973D,17,17
02826D,17,17
43233D,17,17
33605D,17,17
粤BBA762,17,17
41262D,17,17
34353D,17,17
粤B05050D,17,17
01986D,17,17
粤BBA540,17,17
DS7347,17,17
粤B41668D,17,17
04830D,16,16
43228D,16,16
粤B38998D,16,16
粤B34435D,16,16
05641D,16,16
07039D,16,16
00953D,16,16
43078D,16,16
46885D,16,16
47773D,16,16
粤BBA492,16,16
05988D,16,16
粤B38282D,16,16
05626D,16,16
48816D,16,16
06735D,16,16
03176D,16,16
02919D,16,16
45978D,16,16
粤B08981D,16,16
07982D,16,16
04848D,16,16
粤B38286D,16,16
粤B35317D,16,16
45251D,16,16
粤B37620D,16,16
粤B48285D,16,16
粤B09439D,16,16
粤B05043D,16,16
06799D,16,16
06599D,16,16
05969D,16,16
粤B08281D,16,16
02529D,16,16
08541D,16,16
49097D,16,16
08505D,16,16
粤B01055D,16,16
T9507,16,16
粤B33418D,16,16
35955D,16,16
N6832,16,16
粤B01291D,16,16
03613D,16,16
07693D,16,16
粤B02535D,16,16
03465D,16,16
04447D,16,16
BW671,16,16
07675D,16,16
粤B35838D,16,16
粤B30377D,16,16
37568D,16,16
粤B35387D,16,16
37705D,16,16
粤B34611D,16,16
粤BBE388,16,16
粤B30305D,16,16
43206D,16,16
00309D,16,16
粤B38007D,16,16
09871D,16,16
08510D,16,16
粤B09425D,16,16
粤B43050D,16,16
00719D,16,16
04886D,16,16
49787D,16,16
粤B00863D,16,16
粤B32208D,16,16
粤B09163D,16,16
34085D,16,16
粤B07970D,16,16
05557D,16,16
粤B42177D,16,16
粤B32332D,16,16
CN758,16,16
00555D,16,16
06268D,16,16
37163D,16,16
粤B06127D,16,16
06948D,16,16
06101D,16,16
49709D,16,16
05329D,16,16
06265D,16,16
粤B04215D,16,16
粤B00912D,16,16
U0102,16,16
U0137,16,16
07348D,16,16
04407D,16,16
05771D,16,16
07268D,16,16
U0458,16,16
02401D,16,16
04536D,16,16
CB920,16,16
粤B38339D,16,16
CK931,16,16
31725D,16,16
02780D,16,16
DT4712,16,16
粤B05913D,16,16
07529D,16,16
00910D,16,16
粤B48849D,16,15
00627D,16,16
粤B48896D,16,16
45965D,16,16
07721D,16,16
粤B38312D,16,16
粤B01581D,16,16
粤B09193D,16,16
粤B39986D,16,15
07896D,16,16
02128D,16,16
36303D,16,16
08671D,16,16
47409D,16,16
46865D,16,16
03082D,16,16
01946D,16,16
01160D,16,16
粤B32588D,16,16
粤BBA616,16,16
02699D,16,16
02267D,16,16
45142D,16,16
00551D,16,16
粤B33918D,16,16
粤BBA622,16,16
T7340,16,16
粤BBD165,16,16
09795D,16,16
36346D,16,16
粤B09815D,16,16
05728D,16,16
34426D,16,16
02587D,16,16
粤B38876D,16,16
36177D,16,16
粤B02542D,16,16
06331D,16,16
03158D,16,16
粤B09256D,16,16
41106D,16,16
粤B36533D,16,16
CK131,16,16
38241D,16,16
34638D,16,16
粤B35860D,16,16
粤B02261D,16,16
00112D,16,16
粤B05387D,16,16
粤BW7212,16,16
37613D,16,16
45148D,16,16
粤BAY402,16,16
03032D,16,16
06145D,16,16
粤B39926D,16,16
09348D,16,16
09875D,16,16
U0151,16,16
粤B38395D,16,16
04715D,16,16
06386D,16,16
03627D,16,16
31557D,16,16
粤B41488D,16,16
49075D,16,16
30441D,16,16
05523D,16,16
03340D,16,16
05683D,16,16
粤B45216D,16,16
00768D,16,16
CN716,16,16
45265D,16,16
34617D,16,16
42113D,16,16
BW540,16,16
03637D,16,16
00700D,16,16
06592D,16,16
01733D,16,16
41199D,16,16
01996D,16,16
08852D,16,16
08928D,16,16
34028D,16,16
CB343,16,16
粤B41443D,16,16
46293D,16,16
DN4603,16,16
49066D,16,16
46661D,16,16
03412D,16,16
02465D,16,16
粤B01436D,16,16
36523D,16,16
02993D,16,16
粤B39706D,16,16
粤B01916D,16,16
07730D,16,16
粤B36389D,16,16
34333D,16,16
05706D,16,16
06958D,16,16
00879D,16,16
AGT-123,16,16
粤B06802D,16,16
36746D,16,16
T9270,16,16
粤B31386D,16,16
粤B00803D,16,16
43268D,16,16
33997D,16,16
45996D,16,16
00608D,16,16
粤B06806D,16,16
03178D,16,16
DN6421,16,16
粤B01281D,16,16
37150D,16,16
09050D,16,16
粤B34078D,16,16
37587D,16,16
33611D,16,16
03838D,16,16
出AGM34-33,16,16
T9833,16,16
08003D,16,16
00356D,16,16
49597D,16,16
09016D,16,16
01662D,16,16
粤B01220D,16,16
35293D,16,16
00547D,16,16
02042D,16,16
30375D,16,16
39950D,16,16
05508D,16,16
03100D,16,16
06241D,16,16
粤BBE386,16,16
00513D,16,16
09926D,16,15
粤B05459D,16,16
07162D,16,16
粤B09559D,16,16
粤B30333D,16,16
粤B09432D,16,16
AGM-151,16,16
粤B39193D,16,16
粤B32576D,16,16
04896D,16,16
06337D,16,16
CN628,16,16
粤B00308D,16,16
粤B39923D,16,16
CN610,16,16
37701D,16,16
05658D,15,15
CH429,15,15
粤B48240D,15,15
30352D,15,15
粤B03920D,15,15
04936D,15,15
02283D,15,15
05383D,15,15
30918D,15,15
49581D,15,15
02322D,15,15
07015D,15,15
粤B31560D,15,15
09396D,15,15
粤B05607D,15,15
00482D,15,15
08675D,15,15
09203D,15,14
38815D,15,15
09202D,15,15
粤B34170D,15,15
粤B31127D,15,15
粤BBA620,15,15
49005D,15,15
T7341,15,15
粤BBA473,15,15
40171D,15,15
粤B03141D,15,15
粤B49151D,15,15
06202D,15,15
03427D,15,15
08978D,15,15
08579D,15,15
CH412,15,15
粤B38301D,15,15
粤BBA115,15,15
粤B30426D,15,15
08886D,15,15
04920D,15,15
03830D,15,15
04825D,15,15
粤B09095D,15,15
粤B04988D,15,15
05583D,15,15
CM063,15,15
07603D,15,15
粤B48239D,15,15
03329D,15,15
CM030,15,15
07317D,15,15
04023D,15,15
04455D,15,15
05132D,15,15
粤B01993D,15,15
粤B35350D,15,15
01738D,15,15
31503D,15,15
04387D,15,15
粤BBA668,15,15
粤B38010D,15,15
09782D,15,15
46263D,15,15
粤B32338D,15,15
CK185,15,15
08647D,15,15
CM092,15,15
粤B38383D,15,15
05386D,15,15
45631D,15,15
05107D,15,15
04802D,15,15
粤B31593D,15,15
09421D,15,15
43216D,15,15
47476D,15,15
粤B42671D,15,15
05136D,15,15
CM020,15,15
01221D,15,15
CH930,15,15
46629D,15,15
粤B42087D,15,15
34665D,15,14
02095D,15,15
粤BZ7479,15,14
00435D,15,15
粤B48289D,15,15
49721D,15,15
T9737,15,15
07450D,15,15
01422D,15,15
粤B02433D,15,15
48800D,15,15
09717D,15,15
粤B07475D,15,15
01361D,15,15
粤B01517D,15,15
粤B07293D,15,15
07951D,15,15
05032D,15,15
05359D,15,15
双AGM11-12,15,15
CC582,15,15
08931D,15,15
47433D,15,15
粤B39117D,15,15
03462D,15,15
01909D,15,15
06370D,15,15
04466D,15,15
09905D,15,15
DN6740,15,15
36385D,15,15
CJ296,15,15
粤B45697D,15,15
09592D,15,15
粤B09262D,15,15
00289D,15,15
47450D,15,15
粤B37108D,15,15
07587D,15,15
粤B04867D,15,15
09351D,15,15
49552D,15,13
01723D,15,15
46957D,15,15
粤B02348D,15,15
粤B47966D,15,15
06136D,15,15
09359D,15,15
49501D,15,15
CK066,15,15
粤B45291D,15,15
粤B09718D,15,15
粤B33892D,15,15
粤B38458D,15,15
粤B35893D,15,15
46847D,15,15
04881D,15,15
粤B38486D,15,15
45980D,15,15
粤B34543D,15,15
05981D,15,15
08988D,15,15
粤B39126D,15,15
粤B06543D,15,15
粤BBA546,15,15
粤B48676D,15,15
04165D,15,15
粤B01286D,15,15
07312D,15,15
08403D,15,15
00321D,15,13
粤B06523D,15,15
03378D,15,15
01473D,15,15
U0397,15,15
03316D,15,15
31780D,15,15
粤B34457D,15,15
粤B47716D,15,15
08381D,15,15
03170D,15,15
T4371,15,15
43246D,15,15
06348D,15,15
粤B45157D,15,15
BV497,15,15
02626D,15,13
33553D,15,14
06398D,15,15
粤B05907D,15,15
粤B09139D,15,15
CH402,15,15
33468D,15,15
粤B34419D,15,15
DN4797,15,15
09026D,15,15
34321D,15,15
粤B41461D,15,15
05558D,15,15
粤B01432D,15,15
38463D,15,15
粤B05668D,15,15
粤B01731D,15,15
粤B32651D,15,15
粤B00121D,15,15
粤B03193D,15,15
粤B33311D,15,15
粤B31542D,15,15
粤B03126D,15,15
粤B07071D,15,15
39728D,15,15
CH786,15,15
粤B33859D,15,15
粤B06822D,15,15
36398D,15,15
U0679,15,15
01968D,15,15
48675D,15,15
粤B47905D,15,15
粤BBD149,15,15
05351D,15,15
粤B09603D,15,15
41161D,15,15
01841D,15,15
OGT-121,15,15
粤BN5477,15,15
37755D,15,15
粤B49183D,15,15
CM146,15,15
CN771,15,15
08317D,15,15
03322D,15,15
39498D,15,15
00727D,15,15
粤B39966D,15,15
49741D,15,15
CN658,15,15
粤BY5508,15,15
46855D,15,15
粤B07179D,15,15
粤B04763D,15,14
07769D,15,15
32203D,15,15
07395D,15,15
粤BBA737,15,15
09652D,15,15
09527D,15,15
30456D,15,15
粤B33449D,15,15
粤B45746D,15,15
CP955,15,15
46952D,15,15
粤B41117D,15,15
01622D,15,15
粤B06858D,15,15
05240D,15,15
粤B39329D,15,15
粤B00186D,15,15
粤BW7315,15,15
05180D,15,15
03720D,15,15
05963D,15,15
32241D,15,15
02376D,15,15
03915D,15,15
09939D,15,15
02585D,15,15
粤B06697D,15,15
02853D,15,15
07810D,15,15
粤BAY375,15,15
00616D,15,15
35372D,15,15
01617D,15,15
T6742,15,15
粤B36026D,15,15
01121D,15,15
CC336,15,15
粤B40546D,15,15
49780D,15,15
粤B42040D,15,15
37729D,15,15
41230D,15,15
粤BW7265,15,15
48612D,15,15
48691D,15,15
06316D,15,15
36541D,15,15
粤B45247D,15,15
04605D,15,15
45916D,15,15
粤B00548D,15,15
31875D,15,15
粤B03777D,15,15
粤B09911D,14,14
36342D,14,14
49705D,14,14
01956D,14,14
粤B09392D,14,14
03739D,14,14
37713D,14,14
粤B38975D,14,14
49765D,14,14
DN5542,14,14
01028D,14,14
38449D,14,14
45929D,14,14
粤BBA755,14,14
08140D,14,14
02947D,14,14
粤B32566D,14,14
00849D,14,14
CK056,14,14
00282D,14,14
粤B35898D,14,14
DN4657,14,14
粤B07135D,14,14
粤B09567D,14,14
粤BBA431,14,14
05927D,14,14
DR9407,14,14
02689D,14,14
DP438,14,14
粤B30303D,14,14
01742D,14,14
粤B01727D,14,14
粤B35305D,14,14
08732D,14,12
49032D,14,14
粤B38919D,14,14
粤B06418D,14,14
粤B36012D,14,14
U0331,14,14
粤BAB698,14,14
粤B05232D,14,14
03217D,14,14
粤B30338D,14,14
粤B06912D,14,14
33557D,14,14
02808D,14,14
04186D,14,14
04809D,14,14
粤B44000D,14,14
31592D,14,14
45955D,14,14
04771D,14,14
粤B39935D,14,14
00072D,14,14
07985D,14,14
粤B01999D,14,14
06705D,14,14
09220D,14,13
03735D,14,14
06740D,14,14
08830D,14,14
00419D,14,14
31353D,14,14
粤B32246D,14,14
粤B48635D,14,14
04373D,14,14
06053D,14,14
48295D,14,14
粤B34040D,14,14
05215D,14,14
04239D,14,14
05027D,14,14
03733D,14,14
粤B39300D,14,14
02071D,14,14
07197D,14,14
粤B09869D,14,14
双AGM25-26,14,14
45856D,14,14
31726D,14,14
33536D,14,14
粤B31751D,14,14
07922D,14,14
48679D,14,14
04861D,14,14
08593D,14,13
粤B39398D,14,14
07077D,14,14
粤B38880D,14,14
粤BBA555,14,14
05048D,14,14
31329D,14,14
06133D,14,14
07667D,14,14
粤B45178D,14,14
CN525,14,14
45612D,14,14
02258D,14,14
粤B30947D,14,14
粤B09632D,14,14
CJ877,14,14
01708D,14,14
02098D,14,14
粤B39996D,14,14
粤B33919D,14,14
05412D,14,14
DN6543,14,14
粤B41413D,14,14
00030D,14,14
CN601,14,14
粤B35388D,14,14
CM038,14,14
31308D,14,14
CM008,14,14
粤BBA612,14,12
46685D,14,14
06610D,14,14
粤BBA060,14,14
09543D,14,14
47727D,14,14
BW421,14,14
01687D,14,14
39052D,14,14
05778D,14,14
粤B07390D,14,14
05715D,14,14
06249D,14,14
02878D,14,14
08897D,14,14
01007D,14,14
CN572,14,14
粤B09272D,14,13
CN741,14,14
DS5741,14,14
粤B05707D,14,13
06641D,14,14
00789D,14,14
09747D,14,14
粤B08402D,14,14
粤BU2956,14,14
粤B32528D,14,14
粤BN6561,14,14
33659D,14,14
粤B03963D,14,14
粤BAY371,14,14
粤B01139D,14,14
粤BBA507,14,14
粤B33499D,14,14
39426D,14,14
01379D,14,14
01107D,14,14
09049D,14,14
49076D,14,14
06675D,14,14
粤B07722D,14,14
粤B06667D,14,14
粤B31568D,14,14
49027D,14,14
09581D,14,14
粤B35381D,14,14
粤B35332D,14,14
粤B45618D,14,14
35262D,14,14
07117D,14,14
粤B41481D,14,14
07353D,14,14
07186D,14,14
09490D,14,14
粤B30393D,14,14
粤B39919D,14,14
46895D,14,14
45868D,14,14
02265D,14,14
粤B30996D,14,14
06115D,14,14
粤B05143D,14,14
01806D,14,14
36711D,14,14
02458D,14,14
02106D,14,14
38015D,14,14
08809D,14,14
08286D,14,14
粤B48611D,14,13
08573D,14,14
粤B00346D,14,14
粤B06567D,14,14
36341D,14,14
粤B09155D,14,14
00481D,14,14
05263D,14,14
粤B00683D,14,14
粤B09312D,14,14
T9796,14,14
粤B04446D,14,14
粤B03879D,14,14
01346D,14,14
粤BAB631,14,14
粤BN6375,14,14
粤BBE379,14,14
CJ977,14,14
CH887,14,14
08842D,14,14
01141D,14,14
48883D,14,14
DN5746,14,14
粤B07408D,14,12
DN5241,14,14
BW746,14,14
01462D,14,14
粤B02695D,14,14
08227D,14,14
04737D,14,14
38932D,14,14
07506D,14,12
粤B09412D,14,14
粤B34008D,14,14
03077D,14,14
02923D,14,14
09216D,14,14
06929D,14,14
03132D,14,14
粤BBA261,14,13
05663D,14,14
07477D,14,14
粤B06712D,14,14
41103D,14,14
BS146,14,14
CN638,14,14
BW547,14,14
CB325,14,14
40177D,14,14
30312D,14,14
06742D,14,14
CN743,14,14
02631D,14,14
31959D,14,14
CH983,14,14
00901D,14,14
02299D,14,14
粤B41951D,14,14
06376D,14,13
38068D,14,14
05940D,14,14
粤B08598D,14,14
粤B04793D,14,14
粤B39987D,14,14
粤B06981D,14,14
粤B05409D,13,13
粤B31575D,13,13
47400D,13,13
粤B09691D,13,13
粤B48837D,13,13
35272D,13,13
粤B05767D,13,13
07422D,13,13
43285D,13,13
00355D,13,13
05532D,13,13
05220D,13,13
00810D,13,13
08551D,13,13
T2740,13,13
粤B38303D,13,13
03117D,13,13
38853D,13,13
41419D,13,13
33341D,13,13
38857D,13,13
45872D,13,13
01129D,13,13
01061D,13,13
09712D,13,13
05313D,13,13
04521D,13,13
04347D,13,13
04568D,13,13
01086D,13,13
粤B35868D,13,13
05782D,13,13
BW217,13,13
07481D,13,13
05699D,13,13
42623D,13,13
粤B06882D,13,13
粤B07488D,13,13
40552D,13,13
粤B02395D,13,11
粤B02623D,13,13
粤B49955D,13,13
43201D,13,13
粤B33307D,13,13
02492D,13,13
03156D,13,13
07061D,13,13
CM059,13,13
07316D,13,13
01709D,13,13
34433D,13,13
CK213,13,13
DP467,13,13
09381D,13,13
06797D,13,13
33973D,13,13
49008D,13,13
04637D,13,13
粤B35351D,13,12
04647D,13,13
粤B05995D,13,13
39711D,13,13
04930D,13,13
CN669,13,13
08780D,13,13
粤B32590D,13,13
粤B03063D,13,13
02690D,13,13
05711D,13,13
05942D,13,13
07971D,13,13
01178D,13,13
04838D,13,13
粤B30137D,13,13
粤B44030D,13,13
05342D,13,13
粤B34061D,13,13
37182D,13,13
02420D,13,13
粤B49960D,13,13
粤B35393D,13,13
33903D,13,13
07365D,13,13
粤B36563D,13,13
粤B30350D,13,13
07973D,13,13
38319D,13,13
08320D,13,13
38840D,13,13
CH826,13,13
粤BBA626,13,13
U0352,13,13
46829D,13,13
05990D,13,13
09762D,13,13
49958D,13,13
00141D,13,13
00083D,13,13
粤BBA582,13,13
00257D,13,13
36371D,13,13
CM080,13,13
09552D,13,13
05608D,13,13
32609D,13,13
粤B31330D,13,13
07133D,13,13
02931D,13,13
45193D,13,13
33350D,13,13
49019D,13,13
CH637,13,13
粤BBA788,13,13
粤B30157D,13,13
47777D,13,13
04566D,13,13
03561D,13,13
粤B09937D,13,13
04129D,13,13
粤BBA595,13,13
粤B09517D,13,13
粤BY5549,13,13
CJ978,13,13
49081D,13,13
04192D,13,13
粤B40549D,13,13
09086D,13,13
03356D,13,13
00942D,13,13
46832D,13,13
粤B41119D,13,13
02272D,13,11
02058D,13,13
04880D,13,13
03636D,13,13
粤B38829D,13,13
04539D,13,13
08207D,13,13
CM160,13,13
粤B30431D,13,13
CM130,13,13
DN6435,13,13
04191D,13,13
41137D,13,13
粤B02093D,13,13
33685D,13,13
30319D,13,13
粤B34633D,13,13
BW643,13,13
CN710,13,13
02921D,13,13
08641D,13,12
粤B04711D,13,13
02300D,13,13
43209D,13,13
粤B08951D,13,13
CK009,13,13
CJ930,13,13
BV495,13,13
粤B41907D,13,13
粤B48233D,13,13
32167D,13,13
46672D,13,13
粤B48828D,13,13
05753D,13,13
粤B43058D,13,13
BV427,13,13
06562D,13,13
03471D,13,13
08021D,13,13
U0213,13,13
41688D,13,13
粤B33991D,13,13
U0076,13,13
04059D,13,13
粤B30447D,13,13
49702D,13,13
09580D,13,13
粤B38939D,13,13
粤B01933D,13,13
41416D,13,13
32373D,13,13
45940D,13,13
宽AGM-123,13,13
粤B49169D,13,13
03770D,13,13
粤B38930D,13,13
粤B41451D,13,13
07830D,13,13
09896D,13,13
CK368,13,13
08625D,13,13
粤BAY412,13,13
47490D,13,13
T9748,13,13
07447D,13,13
41257D,13,13
粤B49033D,13,13
BW312,13,11
04281D,13,13
35862D,13,13
DT7490,13,13
36787D,13,13
粤B00775D,13,13
00332D,13,13
粤B42687D,13,13
03335D,13,13
DT0457,13,13
04295D,13,13
42045D,13,13
08741D,13,13
00923D,13,11
08052D,13,13
36033D,13,13
粤B33387D,13,13
粤B45632D,13,13
粤B03907D,13,13
粤B48242D,13,13
04268D,13,13
粤B06838D,13,13
37761D,13,13
00970D,13,13
粤B09275D,13,13
粤B35313D,13,12
09143D,13,13
00978D,13,13
U0481,13,13
34016D,13,13
粤B09410D,13,13
粤B09588D,13,13
46640D,13,13
粤B07710D,13,13
07328D,13,13
粤B03272D,13,13
粤B03113D,13,13
粤B01279D,13,13
粤B09636D,13,13
粤B45043D,13,13
02621D,13,13
32571D,13,13
44009D,13,13
CH762,13,13
粤B35300D,13,13
06946D,13,13
07936D,13,13
05788D,13,13
粤B04971D,13,13
41920D,13,13
42106D,13,13
粤B06945D,13,13
粤B35828D,13,13
37547D,13,13
09206D,13,13
粤B08022D,13,13
粤B30360D,13,13
01137D,13,13
00799D,13,13
01525D,13,13
CM097,13,13
DT7445,13,13
粤BP5193,13,13
粤B02345D,13,13
07530D,13,13
00230D,13,13
粤BZ7612,12,12
粤B07263D,12,12
00681D,12,12
08291D,12,12
46270D,12,12
粤B38001D,12,12
00456D,12,12
粤BU2250,12,12
33558D,12,12
01110D,12,12
09433D,12,12
33330D,12,12
粤B33815D,12,12
37536D,12,12
粤B47916D,12,12
03297D,12,12
CM018,12,12
U0516,12,12
粤BBA621,12,12
08870D,12,12
48835D,12,12
04030D,12,12
粤B35822D,12,12
粤B09121D,12,12
02342D,12,12
BV430,12,12
粤BW7091,12,12
DT2743,12,12
粤B31341D,12,12
00421D,12,12
04188D,12,12
CJ942,12,12
03061D,12,12
09576D,12,12
33670D,12,12
07518D,12,12
粤B35961D,12,12
02935D,12,12
粤B39810D,12,12
09931D,12,12
粤BW7162,12,12
05561D,12,12
粤B07616D,12,12
U0585,12,12
粤B05023D,12,12
CJ466,12,12
38956D,12,11
07569D,12,12
粤BBA535,12,12
46668D,12,12
00800D,12,12
粤B38802D,12,12
00516D,12,12
34999D,12,12
04895D,12,12
粤B04548D,12,12
08681D,12,12
粤B05541D,12,12
49750D,12,12
粤B05991D,12,12
08148D,12,12
05809D,12,12
02980D,12,12
01619D,12,12
05838D,12,12
31352D,12,12
粤B32197D,12,12
粤B06803D,12,12
45107D,12,12
U0455,12,12
粤B08500D,12,12
04501D,12,12
粤B03983D,12,12
粤B02998D,12,12
粤B07669D,12,12
CH848,12,12
粤BN2908,12,12
37776D,12,12
05210D,12,12
00711D,12,12
03258D,12,12
粤B36539D,12,12
粤B05199D,12,12
07682D,12,12
06913D,12,12
CJ995,12,12
粤B00643D,12,12
粤B03942D,12,12
31562D,12,12
DT9340,12,12
41185D,12,12
49077D,12,12
粤B36257D,12,12
DP241,12,12
47779D,12,12
02560D,12,11
DT3147,12,12
01632D,12,12
04897D,12,12
09962D,12,12
粤B03423D,12,12
04998D,12,12
07326D,12,12
09897D,12,12
粤B38381D,12,12
33641D,12,12
粤B06816D,12,12
41436D,12,12
BW573,12,12
07388D,12,12
CK331,12,12
01089D,12,12
T9641,12,12
粤B36788D,12,12
02390D,12,12
03807D,12,12
CJ331,12,12
37562D,12,12
BW877,12,12
粤B43032D,12,12
粤B38036D,12,12
09443D,12,12
粤B42612D,12,12
01693D,12,12
00539D,12,12
08377D,12,12
粤B35390D,12,12
DN4127,12,12
05647D,12,12
00748D,12,12
46230D,12,12
粤B05787D,12,12
08597D,12,12
CM019,12,12
03011D,12,12
粤B08427D,12,12
09828D,12,12
08730D,12,12
粤B39152D,12,12
DN4431,12,12
45911D,12,12
粤B01545D,12,12
06900D,12,12
07566D,12,12
粤BY5532,12,12
34521D,12,12
粤B43041D,12,12
41279D,12,12
粤B03832D,12,12
08995D,12,12
粤B06018D,12,12
粤B39167D,12,12
02191D,12,12
CH843,12,12
31916D,12,12
粤B30316D,12,12
05745D,12,12
03625D,12,12
粤B05653D,12,12
粤B35976D,12,12
粤B01520D,12,12
37690D,12,12
粤B48832D,12,12
DN4703,12,12
00515D,12,12
粤B45037D,12,12
粤B33300D,12,11
01126D,12,12
08648D,12,12
33578D,12,12
04549D,12,12
粤B46366D,12,12
47746D,12,12
05530D,12,12
粤B31511D,12,12
粤B06197D,12,12
粤B00181D,12,12
粤B03189D,12,12
CN790,12,12
39911D,12,12
09970D,12,12
04418D,12,12
06369D,12,12
02706D,12,12
粤BT4750,12,12
41158D,12,12
08062D,12,12
粤B32322D,12,12
粤B03962D,12,12
粤B41125D,12,12
粤B00778D,12,12
